Selling Price,Mileage,Fuel,Seller,Transmission,Owner Type,Number of Seats,Age of Car,Efficiency,Engine Capacity
350000,50000,Petrol,Individual,Manual,First Owner,5,2,23.84,1199
530000,60000,Diesel,Individual,Manual,First Owner,7,4,18.49,1493
215000,35000,Petrol,Individual,Manual,First Owner,5,7,22.74,796
335000,100000,Diesel,Individual,Manual,First Owner,5,8,20.54,1598
320000,90000,Diesel,Individual,Manual,Used,5,5,24.4,1120
135000,120000,Diesel,Individual,Manual,Used,5,9,20.0,1399
175000,95000,Petrol,Individual,Manual,Used,5,11,19.0,998
800000,35000,Diesel,Individual,Manual,First Owner,7,3,15.96,2523
78000,38000,Petrol,Individual,Manual,Used,5,13,15.3,1193
565000,56000,Petrol,Individual,Manual,Used,5,6,17.4,1497
575000,50000,Diesel,Individual,Manual,First Owner,5,3,22.54,1396
170000,70000,Petrol,Individual,Manual,Used,5,6,21.1,814
250999,30000,Petrol,Individual,Manual,First Owner,5,6,22.74,796
950000,188000,Diesel,Individual,Manual,First Owner,7,5,16.0,2179
650000,60000,Petrol,Individual,Manual,First Owner,5,6,17.8,1497
550000,133000,Diesel,Individual,Manual,First Owner,7,7,14.0,2179
650000,160000,Diesel,Individual,Manual,First Owner,7,10,12.8,2494
800000,150000,Diesel,Individual,Manual,Used,7,7,15.1,2179
250999,30000,Petrol,Individual,Manual,First Owner,5,0,22.05,796
170000,60000,Petrol,Individual,Manual,Used,5,7,22.74,796
250000,30000,Diesel,Individual,Manual,First Owner,5,7,19.09,1396
312000,80000,Petrol,Individual,Manual,First Owner,7,6,13.7,1399
250000,20000,Petrol,Individual,Manual,First Owner,5,6,22.74,796
200000,80000,Petrol,Individual,Manual,First Owner,5,7,21.1,814
670000,73000,Diesel,Individual,Manual,First Owner,7,4,15.4,2523
270000,50000,Petrol,Individual,Manual,First Owner,5,3,21.1,814
360000,200000,Diesel,Individual,Manual,First Owner,7,8,15.96,2523
630000,46000,Diesel,Individual,Manual,First Owner,5,2,28.4,1248
55599,36088,Petrol,Individual,Manual,First Owner,4,17,16.1,796
400000,50000,Diesel,Individual,Manual,First Owner,8,2,23.5,909
420000,50000,Diesel,Individual,Manual,First Owner,5,6,22.54,1396
764000,25000,Petrol,Individual,Manual,First Owner,5,2,20.73,1373
710000,30000,Diesel,Individual,Manual,First Owner,7,1,15.96,2523
1575000,30000,Diesel,Individual,Manual,First Owner,7,2,17.6,2179
1050000,13000,Diesel,Individual,Manual,First Owner,7,2,17.0,2200
1000000,15000,Petrol,Individual,Manual,First Owner,6,1,19.01,1462
650000,44000,Diesel,Dealer,Manual,First Owner,5,3,23.65,1248
600000,63000,Diesel,Individual,Manual,First Owner,5,5,22.77,1498
509999,110000,Diesel,Individual,Manual,First Owner,7,4,18.49,1493
610000,14000,Petrol,Individual,Manual,First Owner,5,3,19.1,1197
310000,35000,Petrol,Individual,Manual,First Owner,5,3,24.7,796
720000,35000,Diesel,Individual,Manual,First Owner,7,4,15.96,2523
158000,110000,Diesel,Individual,Manual,Used,5,8,19.09,1396
175000,85700,Diesel,Individual,Manual,Used,5,9,17.0,1405
217000,120000,Diesel,Individual,Manual,First Owner,5,10,21.1,1248
484999,50000,Diesel,Individual,Manual,First Owner,5,7,25.8,1498
315000,100000,Diesel,Individual,Manual,First Owner,5,8,23.59,1364
550000,35000,Diesel,Individual,Manual,First Owner,5,4,24.4,1120
280000,70000,Petrol,Individual,Manual,Used,5,8,18.6,1197
350000,90000,Petrol,Individual,Manual,First Owner,5,7,14.09,1596
1150000,42000,Diesel,Individual,Manual,Used,7,3,16.0,2179
420000,30000,Petrol,Individual,Manual,Used,5,4,18.9,1197
810000,80000,Petrol,Individual,Manual,First Owner,5,3,20.73,1373
290000,90000,Petrol,Individual,Manual,Used,5,9,17.0,1197
180000,60000,Petrol,Individual,Manual,First Owner,5,8,18.6,1199
160000,162000,Petrol,Individual,Manual,First Owner,5,10,15.37,1196
66000,70000,Petrol,Individual,Manual,Used,4,3,23.9,624
369000,20000,Petrol,Individual,Manual,Used,5,5,20.51,998
300000,80000,Diesel,Individual,Manual,Used,7,8,13.93,2179
350000,90000,Diesel,Individual,Manual,First Owner,7,12,13.6,2523
220000,120000,Petrol,Individual,Automatic,Used,5,12,19.2,1197
160000,220000,Diesel,Individual,Manual,First Owner,10,15,14.8,2499
221000,100000,Diesel,Individual,Manual,Used,5,11,17.8,1248
400000,35000,Petrol,Individual,Manual,First Owner,5,3,17.57,1193
250000,120000,Petrol,Individual,Manual,Used,5,16,13.4,2362
390000,120000,Diesel,Individual,Manual,Used,7,9,13.6,2523
190000,110000,Petrol,Individual,Manual,First Owner,5,8,15.37,1196
300000,60000,Petrol,Individual,Manual,First Owner,5,3,25.17,799
750000,27000,Diesel,Individual,Manual,First Owner,5,3,22.54,1396
650000,50000,Diesel,Individual,Manual,First Owner,5,4,26.59,1248
635000,40000,Petrol,Individual,Manual,First Owner,5,2,17.8,1198
520000,88000,Diesel,Individual,Manual,Used,5,7,22.32,1582
1500000,50000,Diesel,Individual,Manual,First Owner,7,0,16.36,2179
415000,80000,Diesel,Individual,Manual,Used,5,8,22.32,1582
700000,60000,Diesel,Individual,Manual,First Owner,5,1,22.54,1396
484999,26000,Petrol,Individual,Manual,Used,5,3,21.21,1197
120000,80000,Petrol,Individual,Manual,Used,5,13,16.6,1388
220000,60000,Petrol,Individual,Manual,Used,5,6,21.1,814
320000,80000,Petrol,Individual,Manual,Used,5,6,20.36,1197
375000,90000,Diesel,Individual,Manual,Used,5,9,22.9,1248
440000,80000,Diesel,Individual,Manual,Used,5,8,22.32,1582
550000,15000,Petrol,Individual,Automatic,First Owner,5,1,18.9,1197
640000,35000,Diesel,Individual,Manual,Used,5,3,25.2,1248
420000,120000,Diesel,Individual,Manual,First Owner,5,6,23.59,1364
330000,63000,Diesel,Individual,Manual,Used,5,4,24.0,1120
800000,25000,Diesel,Individual,Manual,First Owner,5,1,21.66,1498
240000,64500,Petrol,Individual,Manual,First Owner,5,9,18.9,998
360000,100000,Diesel,Individual,Manual,Used,6,4,25.32,1198
750000,40000,Diesel,Individual,Manual,First Owner,5,3,23.9,1582
570000,15000,Petrol,Individual,Manual,Used,5,3,18.6,1197
450000,25000,Diesel,Individual,Manual,First Owner,5,5,23.59,1364
270000,82000,Petrol,Individual,Manual,Used,5,4,18.5,1197
459999,87000,Diesel,Individual,Manual,First Owner,7,8,20.77,1248
240000,80000,Petrol,Individual,Manual,Used,5,5,23.95,998
320000,110000,Diesel,Individual,Manual,Used,5,8,19.01,1461
149000,148000,Diesel,Individual,Manual,Used,5,9,21.12,1248
1500000,40000,Diesel,Individual,Manual,First Owner,7,2,16.36,2179
180000,70000,Petrol,Individual,Manual,First Owner,5,9,16.36,1495
185000,70000,LPG/CNG,Individual,Manual,Used,5,8,13.45,1086
65000,40000,Petrol,Individual,Manual,Used,4,12,16.1,796
130000,120000,Diesel,Individual,Manual,First Owner,5,10,17.0,1405
330000,60000,Diesel,Individual,Manual,First Owner,5,8,17.8,1399
190000,90000,Diesel,Dealer,Manual,First Owner,5,9,18.8,1248
501000,68000,Diesel,Dealer,Manual,First Owner,5,6,22.9,1248
600000,24500,Diesel,Dealer,Manual,First Owner,5,3,25.8,1498
570000,77000,Diesel,Dealer,Manual,Used,7,8,15.1,2179
450000,85000,Diesel,Dealer,Manual,First Owner,5,5,25.8,1498
285000,45500,Petrol,Dealer,Manual,First Owner,5,9,16.78,1496
490000,67000,Diesel,Dealer,Manual,First Owner,5,6,28.4,1248
500000,77000,Diesel,Dealer,Manual,First Owner,5,6,28.4,1248
275000,47000,Petrol,Dealer,Manual,First Owner,5,4,21.1,814
440000,57000,Petrol,Dealer,Manual,First Owner,5,3,23.84,1199
825000,71500,Diesel,Dealer,Manual,First Owner,5,2,22.54,1396
411000,110000,Diesel,Dealer,Manual,First Owner,5,8,23.59,1364
470000,82000,Diesel,Dealer,Manual,Used,5,7,26.59,1248
445000,70000,Diesel,Dealer,Manual,Used,5,7,28.4,1248
752000,28000,Diesel,Dealer,Manual,First Owner,5,3,27.39,1248
650000,125000,Diesel,Dealer,Manual,Used,5,4,21.14,1498
450000,67000,Diesel,Dealer,Manual,Used,5,7,28.4,1248
350000,93500,Petrol,Dealer,Manual,Used,5,9,17.0,1497
511000,8500,Petrol,Dealer,Manual,First Owner,5,8,22.0,1197
700000,80000,Diesel,Dealer,Manual,First Owner,5,4,27.39,1248
1800000,30000,Diesel,Individual,Automatic,First Owner,7,4,11.36,2755
550000,14200,Petrol,Individual,Manual,First Owner,5,2,18.16,1196
142000,97000,Petrol,Individual,Manual,First Owner,5,13,16.6,1388
725000,90000,Diesel,Individual,Manual,First Owner,7,8,13.93,2179
630000,30000,Petrol,Individual,Manual,First Owner,5,3,18.6,1197
480000,50000,Petrol,Individual,Manual,First Owner,5,5,18.6,1197
330000,30000,Petrol,Individual,Manual,First Owner,5,4,23.95,998
500000,20000,Petrol,Individual,Manual,First Owner,8,3,11.96,1298
300000,60300,Diesel,Individual,Manual,First Owner,5,8,22.07,1199
400000,35000,Diesel,Individual,Manual,First Owner,5,5,23.0,1248
320000,80000,Diesel,Individual,Manual,First Owner,7,9,13.93,2179
180000,44391,Petrol,Individual,Manual,Used,5,12,19.81,1086
530000,58000,Diesel,Individual,Manual,First Owner,5,4,27.39,1248
600000,40000,Diesel,Individual,Manual,First Owner,7,5,15.96,2523
780000,66000,Diesel,Individual,Manual,Used,7,3,24.52,1248
700000,110000,Diesel,Individual,Manual,First Owner,5,4,26.0,1498
175000,56315,Diesel,Individual,Manual,First Owner,5,7,25.44,936
735000,70000,Diesel,Individual,Manual,First Owner,7,3,16.5,1493
325000,120000,Diesel,Individual,Manual,First Owner,5,7,23.59,1364
225000,100000,Diesel,Individual,Manual,First Owner,10,14,14.8,2499
350000,90000,Diesel,Individual,Manual,Used,5,5,23.0,1248
110000,120000,LPG/CNG,Individual,Manual,Used,5,14,17.3,1061
85000,160000,Petrol,Individual,Manual,Used,5,13,18.2,998
150000,100000,Petrol,Individual,Manual,Used,5,14,13.4,1794
225000,120000,Diesel,Individual,Manual,Used,5,11,19.3,1248
111000,100000,Diesel,Individual,Manual,Used,5,10,18.0,1248
150000,70000,Petrol,Individual,Manual,Used,5,13,18.9,1061
300000,15151,Petrol,Individual,Manual,Used,5,3,21.1,814
630000,60000,Diesel,Individual,Manual,First Owner,7,5,15.4,1997
206000,100000,Petrol,Individual,Manual,First Owner,5,9,19.81,1086
70000,110000,Petrol,Individual,Manual,Used,5,14,18.9,998
567000,7000,Petrol,Individual,Automatic,First Owner,5,1,18.9,1197
65000,35000,Petrol,Individual,Manual,First Owner,5,15,18.9,998
550000,60000,Diesel,Individual,Manual,Used,5,4,26.59,1248
140000,70000,Petrol,Individual,Manual,Used,5,10,20.36,1197
300000,30000,Petrol,Individual,Manual,First Owner,5,4,25.17,799
500000,70000,Petrol,Individual,Manual,Used,5,7,15.85,1499
400000,128000,Petrol,Individual,Manual,First Owner,5,5,18.9,1197
340000,160000,Diesel,Individual,Manual,Used,5,9,25.200000000000014,1248
850000,120000,Diesel,Individual,Manual,Used,8,8,12.8,2494
570000,15000,Diesel,Individual,Manual,First Owner,5,6,25.2,1248
699000,60000,Diesel,Individual,Manual,First Owner,5,3,28.4,1248
355000,80000,Petrol,Individual,Manual,First Owner,5,7,19.4,1198
690000,80000,Diesel,Individual,Manual,First Owner,5,4,26.59,1248
180000,114321,Diesel,Individual,Manual,Used,5,14,17.8,1399
200000,120000,Diesel,Individual,Manual,First Owner,5,7,19.4,1405
575000,120000,Diesel,Individual,Manual,Used,8,8,12.05,2179
415000,146000,Diesel,Individual,Manual,First Owner,5,6,23.59,1364
350000,30000,LPG/CNG,Individual,Manual,First Owner,5,8,19.2,1086
350000,20000,Petrol,Individual,Manual,First Owner,5,3,21.1,814
632000,150000,Diesel,Individual,Manual,First Owner,5,3,23.59,1364
325000,70000,LPG/CNG,Individual,Manual,Used,5,6,21.94,1196
511000,90000,Petrol,Individual,Manual,Used,5,7,16.3,1797
300000,100000,Petrol,Individual,Manual,Used,5,10,17.0,1497
70000,188000,Petrol,Individual,Manual,Used,5,15,18.9,998
180000,100000,Petrol,Individual,Manual,Used,5,12,19.81,1086
2711000,9000,Diesel,Dealer,Automatic,First Owner,5,3,13.6,1999
5150000,20000,Petrol,Dealer,Automatic,First Owner,5,1,22.37,2487
3200000,45000,Diesel,Dealer,Automatic,First Owner,5,3,19.33,1999
503000,110000,Diesel,Individual,Manual,First Owner,7,5,14.1,2179
3800000,20000,Diesel,Individual,Automatic,First Owner,5,1,18.0,1969
2000000,68089,Petrol,Dealer,Automatic,First Owner,5,4,19.16,2494
225000,58343,Petrol,Dealer,Manual,First Owner,5,7,21.79,998
740000,38817,Diesel,Dealer,Manual,First Owner,5,2,27.39,1248
550000,56494,Petrol,Dealer,Manual,First Owner,5,4,18.2,1199
750000,79328,Diesel,Dealer,Manual,Used,7,7,12.99,2494
650000,5621,Petrol,Dealer,Automatic,First Owner,5,1,22.0,1197
625000,25538,Petrol,Dealer,Manual,First Owner,5,3,16.78,1496
600000,69779,Petrol,Dealer,Automatic,First Owner,5,2,22.0,1197
450000,56290,Diesel,Dealer,Manual,First Owner,5,3,24.0,1186
5400000,7500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
5500000,8500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
779000,7032,Petrol,Dealer,Automatic,First Owner,5,1,19.0,1199
645000,11000,Petrol,Dealer,Automatic,First Owner,5,4,14.3,1598
2475000,2000,Diesel,Dealer,Automatic,First Owner,5,2,16.8,1984
730000,37333,Petrol,Individual,Manual,First Owner,5,3,18.6,1197
450000,15000,Diesel,Individual,Manual,Used,7,6,20.77,1248
550000,330000,Petrol,Individual,Manual,Used,5,8,13.44,2359
420000,60000,LPG/CNG,Individual,Manual,First Owner,5,3,26.6,998
509999,80000,Diesel,Individual,Manual,Used,5,4,23.59,1364
905000,110000,Diesel,Individual,Manual,First Owner,7,5,12.99,2494
240000,134000,Diesel,Individual,Manual,Used,5,10,25.200000000000014,1248
140000,72000,Petrol,Individual,Manual,Used,5,9,19.7,796
300000,140000,Diesel,Individual,Manual,Used,8,14,12.8,2494
300000,80000,Petrol,Individual,Manual,Used,5,5,18.5,1197
225000,120000,Diesel,Individual,Manual,Used,5,10,19.3,1248
860000,90000,Diesel,Individual,Manual,Used,8,5,12.99,2494
400000,100000,Diesel,Individual,Manual,Used,5,8,20.46,1461
190000,90000,Petrol,Individual,Manual,Used,5,11,17.5,1298
350000,140000,Diesel,Individual,Manual,Used,5,7,25.8,1498
75000,120000,Petrol,Individual,Manual,First Owner,5,10,18.0,995
860000,35000,Diesel,Individual,Automatic,First Owner,5,1,24.3,1248
250000,50000,Petrol,Individual,Manual,Used,5,6,23.95,998
700000,82000,Diesel,Individual,Manual,First Owner,5,3,24.8,1396
399000,70000,Diesel,Individual,Manual,Used,5,6,25.2,1248
320000,90000,Petrol,Individual,Manual,First Owner,5,4,18.5,1197
2000000,60000,Diesel,Individual,Automatic,First Owner,7,5,12.55,2982
1100000,79000,Diesel,Individual,Manual,Used,5,6,20.6,1968
750000,291000,Diesel,Individual,Manual,Used,7,9,12.8,2494
750000,250000,Diesel,Individual,Manual,Used,7,10,12.8,2494
530000,20000,Diesel,Individual,Manual,First Owner,9,2,15.96,2523
750000,53000,Diesel,Individual,Manual,First Owner,5,3,28.09,1248
560000,21500,Petrol,Individual,Automatic,First Owner,5,3,19.34,1198
450000,89000,Diesel,Individual,Manual,First Owner,5,3,27.28,1047
459999,35000,Petrol,Individual,Manual,Used,5,7,19.1,1197
235000,43000,Petrol,Individual,Manual,Used,5,7,19.0,998
180000,80000,Petrol,Individual,Manual,Used,5,11,17.92,1086
140000,80000,Petrol,Individual,Manual,Used,5,13,17.8,1086
620000,110000,Diesel,Individual,Manual,First Owner,5,6,22.54,1396
190000,100000,Petrol,Individual,Manual,First Owner,5,8,21.1,814
380000,25000,Petrol,Individual,Manual,First Owner,5,2,21.1,814
1145000,20000,Diesel,Individual,Manual,First Owner,5,1,23.0,1498
540000,70000,Diesel,Individual,Manual,First Owner,5,3,22.95,1248
800000,197000,Diesel,Individual,Manual,First Owner,7,9,12.8,2494
150000,100000,Petrol,Individual,Manual,Used,5,14,14.0,1061
55000,70000,Petrol,Individual,Manual,First Owner,4,25,16.1,796
919999,140000,Diesel,Individual,Manual,First Owner,7,5,16.0,2179
75000,86000,Petrol,Individual,Manual,Used,5,12,19.33,1248
135000,50000,Petrol,Individual,Manual,First Owner,5,11,19.7,796
340000,40300,Petrol,Individual,Manual,First Owner,5,3,23.84,1199
525000,120000,Diesel,Individual,Manual,Used,8,10,12.8,2494
411000,25000,Petrol,Individual,Manual,Used,5,4,23.1,998
150000,155000,Petrol,Individual,Manual,Used,5,10,18.9,998
575000,50000,Petrol,Individual,Automatic,First Owner,5,5,19.0,1199
595000,30030,Petrol,Dealer,Manual,First Owner,5,3,18.6,1197
525000,29029,Petrol,Dealer,Manual,First Owner,5,3,19.1,1197
335000,72072,Diesel,Dealer,Manual,First Owner,5,8,21.1,1248
300000,54000,Diesel,Individual,Manual,First Owner,5,8,20.0,1399
415000,82082,Diesel,Dealer,Manual,First Owner,5,8,22.54,1396
925000,48000,Diesel,Individual,Manual,Used,7,4,16.0,2179
750000,20000,Petrol,Individual,Manual,First Owner,7,4,17.5,1373
1150000,49000,Diesel,Individual,Automatic,First Owner,5,2,22.0,1582
260000,35000,Petrol,Individual,Manual,Used,7,5,19.44,1198
260000,67000,LPG/CNG,Individual,Manual,First Owner,4,3,33.44,796
347000,80600,Diesel,Individual,Manual,First Owner,5,9,19.3,1248
195000,58609,Petrol,Individual,Manual,Used,5,7,21.1,814
265000,33003,Petrol,Individual,Manual,First Owner,5,4,15.7,1172
320000,43000,LPG/CNG,Individual,Manual,Used,5,4,26.6,998
590000,16500,Petrol,Individual,Manual,First Owner,5,4,18.6,1197
650000,138000,Diesel,Individual,Manual,Used,8,8,12.8,2494
509999,165500,Diesel,Individual,Manual,Used,9,7,14.0,2523
350000,120000,Diesel,Individual,Manual,Used,5,9,19.3,1248
749000,30000,Diesel,Individual,Manual,First Owner,5,2,21.5,1497
150000,70000,Diesel,Individual,Manual,Used,5,10,19.09,1396
33983,80000,Petrol,Individual,Manual,Used,5,19,19.33,1248
58000,170000,Petrol,Individual,Manual,Used,5,17,17.3,993
200000,120000,Diesel,Individual,Manual,Used,5,9,21.0,1461
210000,47990,Diesel,Individual,Manual,Used,5,22,19.33,1248
240000,168000,Diesel,Individual,Manual,Used,5,6,22.3,1248
515000,60000,Diesel,Individual,Manual,Used,5,3,25.8,1498
145000,120000,Petrol,Individual,Manual,Used,5,12,19.7,796
450000,5800,Petrol,Individual,Manual,Used,5,4,20.51,998
179000,68700,Petrol,Individual,Manual,Used,5,10,19.0,998
220000,108000,Petrol,Individual,Manual,Used,5,13,13.9,1599
500000,40000,Petrol,Individual,Manual,First Owner,5,0,17.57,1193
190000,100000,Diesel,Individual,Manual,Used,5,11,17.8,1399
200000,40000,Diesel,Individual,Manual,First Owner,5,5,25.44,936
850000,90000,Petrol,Individual,Manual,First Owner,5,2,17.0,1497
270000,60000,Petrol,Individual,Manual,Used,5,9,16.47,1198
335000,17000,Petrol,Individual,Manual,First Owner,5,4,21.1,814
459999,5000,Petrol,Individual,Manual,First Owner,5,2,20.51,998
710000,60000,Diesel,Individual,Manual,First Owner,5,3,24.3,1248
330000,140000,Diesel,Individual,Manual,Used,5,5,26.59,1248
1515000,15000,Diesel,Individual,Manual,First Owner,5,3,17.1,1956
750000,25000,Petrol,Individual,Manual,First Owner,5,2,17.0,1198
160000,50000,Petrol,Individual,Manual,Used,5,4,16.2,995
215000,60000,Diesel,Individual,Manual,Used,5,4,25.44,936
60000,40000,Petrol,Individual,Manual,Used,4,8,25.4,624
480000,72000,Petrol,Individual,Manual,First Owner,5,6,19.1,1197
140000,195000,Diesel,Individual,Manual,Used,5,8,21.12,1248
200000,70000,Petrol,Individual,Manual,First Owner,5,8,21.1,814
400000,83000,Diesel,Individual,Manual,First Owner,5,7,23.08,1461
180000,100000,Petrol,Individual,Manual,Used,5,8,21.1,814
550000,25000,Petrol,Individual,Manual,First Owner,5,5,20.4,1197
550000,50000,Diesel,Individual,Manual,First Owner,5,4,25.2,1248
550000,67000,Diesel,Individual,Manual,First Owner,7,8,20.77,1248
270000,30000,Petrol,Individual,Manual,First Owner,5,9,19.0,998
315000,85000,Diesel,Individual,Manual,First Owner,5,7,23.08,1461
875000,25000,Diesel,Individual,Manual,First Owner,6,2,16.55,2498
400000,170000,Diesel,Individual,Manual,First Owner,8,13,12.8,2494
540000,110000,Diesel,Individual,Manual,First Owner,8,6,14.0,2523
350000,60000,LPG/CNG,Individual,Manual,First Owner,5,3,26.6,998
360000,80000,Diesel,Individual,Manual,Used,5,9,22.32,1582
300000,31000,Petrol,Individual,Manual,First Owner,5,6,20.51,998
350000,100000,Diesel,Individual,Manual,First Owner,5,6,24.0,1120
650000,130000,Diesel,Individual,Manual,First Owner,7,4,17.45,1493
350000,20000,Petrol,Individual,Manual,First Owner,5,4,20.51,998
700000,60000,Diesel,Individual,Manual,First Owner,5,3,22.77,1498
415000,102996,Diesel,Individual,Manual,Used,5,7,23.4,1248
1460000,5000,Diesel,Individual,Manual,First Owner,7,1,17.3,1497
830000,35000,Diesel,Individual,Manual,First Owner,5,3,21.5,1497
430000,5000,Petrol,Individual,Manual,Used,5,2,20.63,1198
850000,60000,Diesel,Individual,Manual,First Owner,5,3,22.77,1498
650000,70000,Petrol,Individual,Manual,First Owner,5,3,20.85,1197
120000,120000,Diesel,Individual,Manual,Used,5,12,16.8,1493
730000,65100,Diesel,Individual,Manual,Used,7,4,18.49,1493
525000,20000,Petrol,Individual,Automatic,First Owner,5,1,20.89,1197
600000,108000,Diesel,Individual,Manual,First Owner,5,5,21.19,1396
500000,15000,Petrol,Individual,Manual,First Owner,5,1,21.21,1197
150000,77000,Petrol,Individual,Manual,First Owner,5,11,17.92,1086
409999,18500,Petrol,Individual,Manual,First Owner,5,5,20.51,998
625000,120000,Diesel,Individual,Manual,First Owner,7,4,18.49,1493
